,video_id,author,comment,published_at
65,TW__W5AGKEQ,@SagarKhajuria,Please make a video opening about euro bank account verify with the passport,2024-09-12T23:28:53Z
66,TW__W5AGKEQ,@SagarKhajuria,Please make a video about anytime and  yuh  banking application,2024-09-12T22:24:18Z
67,TW__W5AGKEQ,@amazingfamilystore971,REVOLUT ......FRAUD  THEY STOLE MY INVESTMENTS,2024-09-09T22:00:59Z
68,TW__W5AGKEQ,@globoliver9697,"The airport lounge access is the most ridiculous feature. Just pure fake. If you're lucky, you'll be granted access to a 3rd class lounge where even a beer is to be paid extra.",2024-09-08T13:22:24Z
69,TW__W5AGKEQ,@TominoK78,I'm worried that soon nothing will be free even in basic account ... fees etc. thats how they works,2024-09-07T22:24:13Z
70,TW__W5AGKEQ,@ascendtoaesthetics,does revolut have a free option?,2024-09-07T11:26:34Z
71,TW__W5AGKEQ,@vapeking466,This seems to be a growing issue as my paypal 2% cash back off everything just dropped to 1.5%. It appears banks are struggling now. Also used to be a 3% cashback card with a credit union and that was cancelled. Hell even my online high yield savings account just deopped too.,2024-09-07T09:40:18Z
72,TW__W5AGKEQ,@vapeking466,I have an account but honestly never used it really. I deposited some funds then paid amazon $5 but since its just sat. I only looked at it now cause the new bank change. Im considering just transferring my money out and closing it but cant figure out if thats free or an option. I do see some stuff has changed in the app so maybe I should just keep it. Im in the US and never leave US or make international payments so not sure what I will do. I only have the free option. I prefer to use my 2% off everything credit card instead when making purchases. I cant tell what changed as far as the bank goes. If its just the bank itself and not a bunch of new fees may keep it. I do like how they have an option to use a virtual card in case I buy from somewhere I dont trust well or dont want to be auto billed later.,2024-09-07T09:30:09Z
73,TW__W5AGKEQ,@Theartcat123,Revolut really paid this one well lol,2024-09-06T18:26:08Z
74,TW__W5AGKEQ,@AlvaroMRocha,"Now that's how you downplay a major arse screw...

Lost generation!",2024-09-04T10:22:08Z
75,TW__W5AGKEQ,@mayyas8924,Travel insurance is still available for premium in Czech Republic,2024-09-03T13:09:03Z
76,TW__W5AGKEQ,@dr_jonathan_whelan,"I was very annoyed to see the Ultra travel insurance require 75% of the travel and accommodation costs paid via Revolut. 

For me, I often fly with BA, and love the Avios I earn with my BA Amex card … so I really don’t want to pay for my flights with Revolut (accommodation less of an issue but flights often account for >25% of the travel and accommodation costs !)",2024-09-03T11:12:06Z
77,TW__W5AGKEQ,@grahamgraham4263,"Too much like an info-mercial, I got bored and left.",2024-09-02T20:21:24Z
78,TW__W5AGKEQ,@alanx2008,"Made premium just 2 months ago. I still have the travel insurance.  Also, my sister who  live in the UK and has Revolut her saving account has a huge discrepancy in interest compared to mine. Maybe, Revolut UK is totally  different since the Brexit",2024-09-02T19:00:58Z
79,TW__W5AGKEQ,@trotskyite1,I still have travel insurance in Ireland,2024-09-02T18:42:02Z
80,TW__W5AGKEQ,@peterc5167,"But you don’t use all of those perks, makes no sense to add them all up, its not realistic. Maybe only one or two are interesting. Changing, down grading conditions for loyal existing customers seems an increasing trend. The customer focus that launched these businesses and established their base is being lost. Seems grab the customers then squeeze them for whatever they can get is the business model.",2024-09-01T20:35:56Z
81,TW__W5AGKEQ,@batoraramish3491,"A friend of mine bought UAE currency in the Revolut app for his trip to Dubai. When he arrived at the airport and wanted to pay with Revolut, he opened the app and saw 400 dirhams less in his Revolut account. He suspects that Revolut may have taken his money. Be careful with Revolut, as you might lose your money there.",2024-09-01T06:34:22Z
82,TW__W5AGKEQ,@mothanna.,"I'm a simple man, I buy things and want my cashback",2024-08-31T22:15:18Z
83,TW__W5AGKEQ,@efoster_,Hey brother really like your content. Can you do a video on best financial products for nomads? I’m leaving the UK soon and would like to hear your perspective on banking while being a nomad. Thanks!,2024-08-31T21:30:42Z
84,TW__W5AGKEQ,@faisalahmed05tm66,"😂 I saw this coming, they got everyone to switch by luring you in with cashback, now they’ve taken it all and no different to a regular high street bank (with the extortions of a few smart features which banks will likely catch-up on soon enough) without a branch and limited access to deposit with cash",2024-08-31T17:35:20Z
85,TW__W5AGKEQ,@amonzia,Never use a debit card folks.,2024-08-31T09:51:27Z
86,TW__W5AGKEQ,@juanlvo,"I'm living in Luxembourg and I have a premium account in revolut and I still have the insurance, I hadn't received any email on June about a cancellation of the insurance, the cashback and the smart delays were cancel but I have no changes in the travel insurance",2024-08-30T12:51:49Z
87,TW__W5AGKEQ,@janeknight3597,Just imagine when they change the terms again can you re-work your lifestyle to get your money out?,2024-08-30T10:40:25Z
88,TW__W5AGKEQ,@jhosetorres6372,One of the reasons I decided to upgrade to Metal is because of Classpass. I was currently paying 35€ a month for a gym where I barely went too. I tried out class pass and liked it more as I prefer going to different classes twice a week. I pay a couple of more points from class pass and all together a month is like 40€ (5€ more comparing to the gym) and it's worth it as I have all the other benefits from Revolut!,2024-08-29T13:53:28Z
89,TW__W5AGKEQ,@antofitness3318,"When do you think that they will  add the option for loans? It will be very beneficial  , I think they have lance that in some countries",2024-08-29T12:39:06Z
90,TW__W5AGKEQ,@tyson00001,This is only for the UK. In mainland Europe the revpoint plan is pauvre...,2024-08-29T12:25:52Z
91,TW__W5AGKEQ,@r.v.e3361,"I see a visa logo so that means lots of costs, fees and kaching…. For visa.",2024-08-29T11:57:44Z
92,TW__W5AGKEQ,@eSharkUK,"Yes, RevPoints was dissapointing at start 😮😕. I got use to it now 😅

Used to order a takeaway through JustEat, but Revolut removed it from its list, so no extra RevPoints for that 😢

I have Metal for a few years now, so no changes for me 😜. But would be nice to get more possibilities to gain & use RevPoints where people need for everyday basis 👀🤓📜🔖🏷️",2024-08-29T10:55:13Z
93,TW__W5AGKEQ,@felipevieira360,"You mentioned “better options” like AMEX instead of the Ultra plan. At least in Austria it’s so hard to be accepted for an AMEX card. There’s so much bureaucracy involved and with Revolut you just need to pay the monthly subscription and you don’t really need to have a body scan to see what is inside your body to prove to them that you can actually pay your bills in time and have the means for it 😅 I upgraded to the Metal plan from Premium when they released the RevPoints system in Austria and it’s the best feature they have so far. Already on 20k points in 2 months 💪 
Love your videos and keep up the good work 🤩
Cheers",2024-08-29T08:15:42Z
94,TW__W5AGKEQ,@tilke6354,"Sad to see how they change in this field. I personally liked the direct cash back. Now I don’t really use the miles function probably because mikes and more is not supported. 

Also I think the subscriptions of the different apps are not included in my metal plan here in Germany. If they would it would be awesome but with the actual offer I think I will downgrade at the earliest point I can.",2024-08-29T08:08:29Z
95,TW__W5AGKEQ,@bartams,"I just got the premium account, but travel insurance is still included here in the Netherlands I guess.",2024-08-28T20:54:38Z
96,TW__W5AGKEQ,@strapologist,"just cancelled, only really paid for it for the travel insurance and cheaper lounge but barely need the latter if at all",2024-08-28T19:49:26Z
97,TW__W5AGKEQ,@tgr5588,Lmao imagine you buy an annual subscription and they remove perks you subscribed for. This needs to be illegal,2024-08-28T19:06:05Z
98,TW__W5AGKEQ,@KiraKenjiro,"Honestly, I think Rev is on the track to do a good job. There are some things they've 'dropped' and forgotten. But, They're doing good. More coverage would be nice though. We can't get Ultra in Japan to my understanding which I would love to have. The cashback and travel insurance is.. quite sad, I'd like them to see them replace it with a more balanced option/service.",2024-08-28T18:56:55Z
99,TW__W5AGKEQ,@Sam-jw3xi,This guy sounds like he was paid by revolut to convince people. Truth is it has downgraded over time because now they have a lot of customers that rely on them. Find a new digital bank start-up they offer more,2024-08-28T17:29:36Z
100,TW__W5AGKEQ,@rossolsen9140,"I was on a 2 month free trial of premium plan when I got the information regarding insurance being removed. I got an offer to upgrade to metal for 1 year for the price of premium (£7.99 p/m), so I did of course for the travel insurance and other perks. Not sure if I will renew it at £14.99 next year 😬 Some of the offers are ok such as Amazon which offers between 3-9X revpoints (it changes every few weeks for me but up to 4.5% is pretty good), and I order all of my family’s Amazon orders to maximise points. The problem is, I’m not a frequent flyer with any of the airlines that use Avios or flying blue so it’s a real waste.. so I’ve been converting my avios to nectar points to buy Eurostar vouchers (1:1) but sadly nectar points are only worth 0.5p which reduces my “cash back” down to up to 2.25% - but it’s still ok so far. Is it worth it? I’m not sure, I’d rather have actual money to use on whatever I want. Pairing Curve + Chase for Amazon purchases (1%+1%) might be more worthwhile. Do you have any other suggestions? I realise upgrading to ultra would give 1 point per £ thus doubling my current “cash back” but it’s a lot more money to pay for.",2024-08-28T17:02:41Z
101,TW__W5AGKEQ,@daleonwheeler3717,in Belgium we have UberOne include in Ultra plan 😊😊😊,2024-08-28T16:14:09Z
102,TW__W5AGKEQ,@peterhartley1314,"Well that’s dropped a bombshell… I’m with metal plan, but a huge draw for me was the travel insurance and seeing it’s only valid if I pay 75% of the holiday on my Revolut card is incredible! I’m unlikely to continue my subscription now as I don’t use the subscriptions so the card is now hugely devalued for me as a travel companion.",2024-08-28T15:07:06Z
103,TW__W5AGKEQ,@yourmumcommunist8893,"SmartDelay was one of the only features that really meant a lot to me. As someone who flew over 40 times a year on budget flights, these flights would, 50% of the time, be late, and having a lounge whilst you wait for a £20 return flight was an amazing feature. Sad to see its gone.",2024-08-28T14:31:34Z
104,J5FLyHMV9og,@klimtkahlo,My accounts are from the USA but I am now in Europe. Can I still download revolut and exchange usd into euros?,2024-10-20T01:54:14Z
105,J5FLyHMV9og,@DavidThomas658,"A man who had £165,000 stolen from his Revolut business account by fraudsters has told BBC Panorama he believes the company’s security measures failed to prevent the theft.

He says criminals managed to bypass the ID verification process to gain access to his account.

So far, Revolut has refused to refund this money.

The BBC has found that Revolut was named in more reports of fraud in the last financial year than any of the major High Street banks.

The e-money firm - which has not yet been granted full status as a bank - says it takes fraud incredibly seriously and that it has “robust controls” to meet its legal and regulatory obligations.",2024-10-14T10:11:28Z
106,J5FLyHMV9og,@stevepayne7770,didn't show how to buy with this,2024-09-30T17:18:38Z
107,J5FLyHMV9og,@pulsarPulsar-k4l,"Sir , how to deposit money to my revoult account post office or pay point",2024-09-26T22:41:32Z
108,J5FLyHMV9og,@smann7236,"If you spend money abroad on weekend do I still pay the 1% fee? Example in a restaurant,  hotel etc",2024-09-23T01:20:10Z
109,J5FLyHMV9og,@berengereful,Not sure it’s reliable. I go around in circle. Can’t sign up 😞,2024-09-08T12:21:56Z
110,J5FLyHMV9og,@wheres_bears1378,can you set up automatic payment links? for example if i have an overseas rental property,2024-09-07T08:47:34Z
111,J5FLyHMV9og,@lifeisthegreatestgift,"Is this still working now, August, 2024?",2024-08-30T03:46:13Z
112,J5FLyHMV9og,@MsBaj11,Thanks very useful info. Tried your link to get premium free and it wouldn't allow. Any reasons why?,2024-08-17T09:45:58Z
113,J5FLyHMV9og,@stephenchristopher5035,"I’m in Nigeria, How can I get the app?",2024-08-16T15:34:02Z
114,J5FLyHMV9og,@hugoplays7276,I got Revolut2 weeks ago and I just need help with the code I feel dumb for that😂,2024-08-15T14:56:01Z
115,J5FLyHMV9og,@nahedelemam1546,Thank you for this informative video!,2024-08-11T17:15:44Z
116,J5FLyHMV9og,@jsytac,"Still have no idea how it works. 
Are the cards currency locked?
Can you take your money out?
Basic facts 🤷🏻‍♂️",2024-08-11T04:42:24Z
117,J5FLyHMV9og,@vullnetbajrami736,I need some help i got my revolut account all set up but how do i add money like transfering physical money into digital?,2024-08-10T23:17:49Z
118,J5FLyHMV9og,@007Koth,How long does it take for opening the account. It says on my email that I’m in the waitlist ?,2024-07-22T12:14:29Z
119,J5FLyHMV9og,@petrskupa6292,"I just need to send money transfer from my Revolut (ASAP) … and in no way I can find it 😭

I need my electricity to by paid (card payment is not hrlpfull)",2024-07-17T17:35:10Z
120,J5FLyHMV9og,@mobilelegends-l1k,thx man,2024-07-16T15:49:33Z
121,J5FLyHMV9og,@MrCraigcur,Can I use this for savings please,2024-07-04T17:38:27Z
122,J5FLyHMV9og,@johnnyw230,Great information but I followed the instructions and link provided but the trial is only for 1 month not 3 as you stated? Also travel insurance is not an option for premium?,2024-07-03T07:25:19Z
123,J5FLyHMV9og,@kevtonner7910,Hi I am looking to replace my Square card reader as it’s 1.7% per transaction and the revolut says it charges only 0.8! Would you recommend it compared to the square for use? I only have two products on it for my services. Thank you,2024-02-27T09:25:28Z
124,J5FLyHMV9og,@djsarumawashi,GREAT😃😃😃 GREETINGS from CABO VERDE ISLANDS🤩🤩🤩,2024-02-22T21:59:03Z
125,J5FLyHMV9og,@kammyknight2582,I got the Revolut card to use for my upcoming trip to Tunisia. I was under the impression I could use this card in Tunisia for purchases but the app does not have an option for currency exchange for TND. Does this mean that I cannot use the card in Tunisia or just that I cannot exchange currency prior to making purchases?,2024-01-11T14:55:01Z
126,J5FLyHMV9og,@wallylafferty1166,This is a good overview for using Revolut IF YOU ARE SINGLE. The video does nothing to address JOINT ACCOUNTS and adding people to your account (such as a spouse). Can you kindly do a video on the use of Revolut for COUPLES and FAMILIES? Please?,2023-12-30T14:04:40Z
127,J5FLyHMV9og,@VanlifePhotographyGear,"can i ask, if i have GBP (UK money) and i travel to Europ (Italy) will my card in my wallet use GPB or Euros? do i have to do anything to change how i use the card.",2023-12-22T10:52:56Z
128,J5FLyHMV9og,@swv777,hold on why he kinda.........😏🤭🤭,2023-11-21T15:25:47Z
129,J5FLyHMV9og,@Angel17-,"Can you do a video to transfer money from your regular bank
Account Into Revolut and then into OKX?",2023-11-13T14:27:26Z
130,J5FLyHMV9og,@nolimitlink1284,"Hi, I’ve recently opened an account with Revolut, is there any chance you could do a video on how to exchange bitcoin into gbp, and then transfer into my uk bank account.

Thanks Grant",2023-11-02T12:31:43Z
131,J5FLyHMV9og,@hyperscootershop,Revolut customer service is aweful..avoid it at all cost especially is u send larger amounts..they will block your money and send you ready made excuses.. yes gold card but Mudd service...Avoid it please,2023-09-29T08:13:32Z
132,J5FLyHMV9og,@osakwechinye4867,I really need a revolut account....but it's not available in Nigeria 😢,2023-09-16T08:50:22Z
133,J5FLyHMV9og,@laraadchristian8217,Is it like klarna ?,2023-09-02T17:12:12Z
134,J5FLyHMV9og,@CharlieSchmitt-c6h,"i travel since 3 years and it truly love the app - works everywhere, perfect for travelling, loving the app and be able to send money super easy to other people. using it with ATM Fee Saver app and then i save a lot of money",2023-08-30T22:32:37Z
135,J5FLyHMV9og,@kevint7851,👌👌👌👍.........still a little confused. I am in uk. want to spend in Tenerife in euro. Do I have to change from £ to euro before the trip or will card do it automatically?... pay for meals etc.etc.   withdraw from cash machine??? same question.,2023-08-29T19:42:06Z
136,J5FLyHMV9og,@kellyj339,you talk too fast,2023-08-07T19:41:31Z
137,J5FLyHMV9og,@alexwolf4000,"How can I spend my crypto with a revolut card ?
Thanks",2023-07-19T09:59:06Z
138,J5FLyHMV9og,@aourose,If I have cash how?,2023-07-17T20:44:37Z
139,J5FLyHMV9og,@torgutm,Very well presented. Good job!,2023-06-23T08:10:48Z
140,J5FLyHMV9og,@maximusb8194,How do people add subscriptions to pockets when usually they are direct debited from a card? Do you still have the DD setup for the card but when it takes the money it takes it from the pocket?,2023-06-09T14:26:44Z
141,J5FLyHMV9og,@christianmungo2342,Wouldn’t touch this company with a barge pole myself .. and certainly wouldn’t be depositing a penny of my hard earned with them … no thanks,2023-06-08T13:42:43Z
142,J5FLyHMV9og,@halmamudy1,This info is so useful,2023-06-03T11:45:14Z
143,J5FLyHMV9og,@RS-hf1xt,Can you have both a virtual and standard card in your app and are they enterchangeable? How do two different cards in the app?,2023-05-24T11:00:02Z
144,J5FLyHMV9og,@Webby74,Can you receive crypto?,2023-05-06T08:23:48Z
